"cell","x","y","built_pct","light_mcd_m2","pm25_ug_m3","utci_strong_h","hw_days","crop_frac","bii","landchange_freq","pop_dens_km2","gdp_pc_2022","utci_valid_h"
8673,1801797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8674,1831797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8675,1861797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8676,1891797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8677,1921797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8678,1951797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8679,1981797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8680,2011797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8681,2041797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8682,2071797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8683,2101797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8684,2131797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8685,2161797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8686,2191797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8687,2221797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8688,2251797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8689,2281797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8690,2311797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8691,2341797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8692,2371797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8693,2401797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8694,2431797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8695,2461797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8696,2491797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8697,2521797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8698,2551797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8699,2581797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8700,2611797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8701,2641797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8702,2671797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8703,2701797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8704,2731797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8705,2761797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8706,2791797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8707,2821797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8708,2851797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8709,2881797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8710,2911797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8711,2941797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8712,2971797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8713,3001797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8714,3031797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8715,3061797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8716,3091797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8717,3121797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8718,3151797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8719,3181797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8720,3211797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8721,3241797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8722,3271797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8723,3301797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8724,3331797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8725,3361797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8726,3391797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8727,3421797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8728,3451797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8729,3481797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8730,3511797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8731,3541797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8732,3571797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8733,3601797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8734,3631797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8735,3661797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8736,3691797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8737,3721797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8738,3751797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8739,3781797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8740,3811797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8741,3841797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8742,3871797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8743,3901797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8744,3931797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8745,3961797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8746,3991797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8747,4021797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8748,4051797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8749,4081797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8750,4111797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8751,4141797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8752,4171797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8753,4201797.53737928,4497294.92101147,3.02844953536987,0.00475075375288725,2.75399994850159,0,NA,6.97252971804119e-06,NA,0,0.167994554307726,NA,8568.9990234375
8754,4231797.53737928,4497294.92101147,3.70695209503174,0.0144413206726313,2.69312071800232,0,6.7704496383667,0.00148027995601296,NA,0.0346603915095329,4.41073432074653,NA,8692.291015625
8755,4261797.53737928,4497294.92101147,2.69679975509644,0.0581320635974407,2.7102198600769,0,9.36463928222656,0.000240438734181225,NA,0.191321536898613,4.65584852430556,NA,8732.625
8756,4291797.53737928,4497294.92101147,2.31202602386475,0.042796615511179,2.69198942184448,0,7.09325313568115,0.0128808300942183,NA,0.0765829682350159,5.07050998263889,NA,8747.970703125
8757,4321797.53737928,4497294.92101147,2.23551869392395,0.137705460190773,2.78073167800903,0,9.49029159545898,0.0276150237768888,NA,0.105167403817177,13.0575857204861,NA,8756.7255859375
8758,4351797.53737928,4497294.92101147,1.97656261920929,0.481648296117783,2.70746970176697,0,10.2760763168335,0.0322805382311344,NA,0.124907411634922,91.9967100694444,NA,8760
8759,4381797.53737928,4497294.92101147,1.93340456485748,0.159476011991501,2.50035190582275,0,11.7823438644409,0.0513787753880024,NA,0.266725271940231,19.6886762152778,NA,8760
8760,4411797.53737928,4497294.92101147,2.08921456336975,0.0339772626757622,2.21269798278809,0,15.1329288482666,0.00364554580301046,NA,0.151767298579216,1.57352172851563,NA,8760
8761,4441797.53737928,4497294.92101147,1.40882909297943,0.00755441142246127,2.07200694084167,0,14.2559537887573,6.97463110554963e-06,NA,0.168555364012718,0.114292975531684,NA,8760
8762,4471797.53737928,4497294.92101147,0.952572107315063,0.0212620962411165,2.09961485862732,0,11.5145692825317,4.97615155836684e-06,NA,0.191785722970963,1.02765916612413,NA,8760
8763,4501797.53737928,4497294.92101147,0.907021105289459,0.0127310119569302,2.16048693656921,0,12.4381818771362,0.000110126464278437,NA,0.151358559727669,0.544755282931858,NA,8760
8764,4531797.53737928,4497294.92101147,2.20014977455139,0.0281266681849957,2.24764943122864,0,10.9499835968018,0.00582175003364682,NA,0.0886045098304749,2.99468315972222,NA,8760
8765,4561797.53737928,4497294.92101147,1.32062470912933,0.0379968658089638,2.28678631782532,0,12.2295160293579,0.00248524313792586,NA,0.0539909489452839,2.29839979383681,NA,8760
8766,4591797.53737928,4497294.92101147,2.59601187705994,0.0209638755768538,2.29052972793579,0,12.0602264404297,0.00105114304460585,NA,0.0597180426120758,2.05680609809028,NA,8760
8767,4621797.53737928,4497294.92101147,1.97645354270935,0.00761084631085396,2.26847958564758,0,12.97509765625,8.30840508569963e-05,NA,0.0824273675680161,0.720342881944444,NA,8760
8768,4651797.53737928,4497294.92101147,2.20934915542603,0.0235144905745983,2.32983732223511,0,12.3919153213501,0.00160322082228959,NA,0.0219470504671335,2.22016750759549,NA,8760
8769,4681797.53737928,4497294.92101147,1.2077431678772,0.0189142264425755,2.38712811470032,0,12.2221117019653,0.0013783146860078,NA,0.0297476891428232,1.25364691840278,NA,8760
8770,4711797.53737928,4497294.92101147,1.47964358329773,0.0185345355421305,2.41892123222351,0,9.96863842010498,0.00400152616202831,NA,0.0136997811496258,1.76439805772569,NA,8760
8771,4741797.53737928,4497294.92101147,1.61042237281799,0.104597091674805,2.61211109161377,0,7.19004917144775,0.0195796526968479,NA,0.0647751912474632,16.8153602430556,NA,8760
8772,4771797.53737928,4497294.92101147,2.62058210372925,0.198453053832054,2.7877824306488,0,6.98323392868042,0.00747595075517893,NA,0.239064157009125,33.4193098958333,NA,8760
8773,4801797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8774,4831797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8775,4861797.53737928,4497294.92101147,1.27523636817932,0.0222514066845179,2.79136729240417,0,NA,0,NA,0,0.0506464555528429,NA,8756.2021484375
8776,4891797.53737928,4497294.92101147,0.81286209821701,0.229879483580589,2.9681293964386,0.152728974819183,18.1411724090576,0.0128018679097295,NA,0.174992322921753,20.9745030381944,NA,8759.755859375
8777,4921797.53737928,4497294.92101147,2.30812168121338,0.480163514614105,3.2458221912384,11.188588142395,18.8350601196289,0.245483845472336,NA,0.789951264858246,73.9115277777778,NA,8760
8778,4951797.53737928,4497294.92101147,2.48379564285278,0.153684005141258,3.29987549781799,18.445104598999,17.8698444366455,0.316044598817825,NA,1.00102162361145,14.485146484375,NA,8760
8779,4981797.53737928,4497294.92101147,2.55617904663086,0.211568668484688,3.37555599212646,13.6302051544189,18.7560920715332,0.355571031570435,NA,1.00062084197998,22.0171723090278,NA,8760
8780,5011797.53737928,4497294.92101147,2.01588463783264,0.0653021410107613,3.20984101295471,5.11228275299072,21.9205913543701,0.147997125983238,NA,0.590433955192566,9.93521809895833,NA,8760
8781,5041797.53737928,4497294.92101147,1.88783609867096,0.0323914885520935,3.06137561798096,2.06582403182983,22.1654567718506,0.061652135103941,NA,0.551640570163727,4.43024305555556,NA,8760
8782,5071797.53737928,4497294.92101147,1.51272571086884,0.0325850136578083,3.08852696418762,2.19614267349243,17.604663848877,0.0790218487381935,NA,0.123887673020363,5.6259765625,NA,8760
8783,5101797.53737928,4497294.92101147,0.996824204921722,0.0379078835248947,3.18368530273438,1.43950510025024,13.8768253326416,0.0457525812089443,NA,0.0607072599232197,6.96104546440972,NA,8760
8784,5131797.53737928,4497294.92101147,1.14371228218079,0.0510480850934982,3.35942673683167,0.0118936644867063,14.9814519882202,0.0373114757239819,NA,0.0982072278857231,6.63134711371528,NA,8760
8785,5161797.53737928,4497294.92101147,1.16150844097137,0.0285768005996943,3.2509937286377,3.08559250831604,16.802152633667,0.0495031327009201,NA,0.280161380767822,4.20282335069444,NA,8760
8786,5191797.53737928,4497294.92101147,0.811288595199585,0.0905541032552719,3.33852005004883,6.62757873535156,18.2155818939209,0.0479458495974541,NA,0.0462519153952599,9.62598415798611,NA,8760
8787,5221797.53737928,4497294.92101147,0.955179333686829,0.114757061004639,3.39075350761414,6.05435180664062,17.1316108703613,0.0244332160800695,NA,0.0438635684549809,9.03252387152778,NA,8760
8788,5251797.53737928,4497294.92101147,1.2348427772522,0.0488745421171188,3.33193564414978,4.92573356628418,16.8485736846924,0.017716757953167,NA,0.0356894470751286,4.23638780381944,NA,8760
8789,5281797.53737928,4497294.92101147,1.36440742015839,0.0256650168448687,3.28910040855408,3.70688939094543,17.815788269043,0.004176024813205,NA,0.0439548306167126,2.87186821831597,NA,8760
8790,5311797.53737928,4497294.92101147,1.28476905822754,0.0246125236153603,3.3160514831543,5.10484027862549,17.2573146820068,0.0159232784062624,NA,0.167008131742477,1.48758707682292,NA,8760
8791,5341797.53737928,4497294.92101147,1.57856893539429,0.0499218478798866,3.3538122177124,4.19891977310181,16.3359336853027,0.0230313073843718,NA,0.154932796955109,4.179765625,NA,8760
8792,5371797.53737928,4497294.92101147,1.43312633037567,0.0805890336632729,3.43350315093994,16.8310832977295,15,0.0487739443778992,NA,0.338200062513351,8.66881564670139,NA,8760
8793,5401797.53737928,4497294.92101147,1.14423263072968,0.0160031523555517,3.24248337745667,13.8854475021362,15.2715253829956,0.000451000552857295,NA,0,0.642460462782118,NA,8760
8794,5431797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8795,5461797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8796,5491797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8797,5521797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8798,5551797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8799,5581797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8800,5611797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8801,5641797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8802,5671797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8803,5701797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8804,5731797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8805,5761797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8806,5791797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8807,5821797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8808,5851797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8809,5881797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8810,5911797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8811,5941797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8812,5971797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8813,6001797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8814,6031797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8815,6061797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8816,6091797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8817,6121797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,6151797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8819,6181797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8820,6211797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8821,6241797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,6271797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8823,6301797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8824,6331797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8825,6361797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8826,6391797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8827,6421797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828,6451797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8829,6481797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830,6511797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8831,6541797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,6571797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8833,6601797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834,6631797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8835,6661797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836,6691797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837,6721797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8838,6751797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,6781797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8840,6811797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8841,6841797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8842,6871797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,6901797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8844,6931797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8845,6961797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8846,6991797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8847,7021797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8848,7051797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8849,7081797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8850,7111797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,7141797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8852,7171797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8853,7201797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8854,7231797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8855,7261797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,7291797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8857,7321797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8858,7351797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8859,7381797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8860,7411797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8861,7441797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8862,7471797.53737928,4497294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8863,1171797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,1201797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8865,1231797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866,1261797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8867,1291797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8868,1321797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869,1351797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870,1381797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8871,1411797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8872,1441797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8873,1471797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8874,1501797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8875,1531797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8876,1561797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8877,1591797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8878,1621797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,1651797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8880,1681797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8881,1711797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8882,1741797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8883,1771797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8884,1801797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8885,1831797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8886,1861797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8887,1891797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8888,1921797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8889,1951797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8890,1981797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8891,2011797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8892,2041797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8893,2071797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8894,2101797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8895,2131797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8896,2161797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8897,2191797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8898,2221797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8899,2251797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900,2281797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8901,2311797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8902,2341797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8903,2371797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8904,2401797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8905,2431797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8906,2461797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8907,2491797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8908,2521797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8909,2551797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8910,2581797.53737928,4467294.92101147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
